ori,ori9,fips_state_county_code,crosswalk_agency_name,census_name
LA03507,NA,22069,Ashland Police Department,NANA
LA03502,NA,22069,Campti Police Department,NANA
LA03505,NA,22069,Goldonna Police Department,NANA
LA03503,NA,22069,Provencal Police Department,NANA
LA03506,NA,22069,Robeline Police Department,NANA
LA03601,NA,22071,Port Of New Orleans Harbor Police,NANA
LA03613,NA,22071,Crescent City Connection Police Department,NANA
LA03614,NA,22071,Orleans Levee District Police,NANA
LA03904,NA,22077,Fordoche Police Department,NANA
LA03902,NA,22077,Morganza Police Department,NANA
LA04014,NA,22079,Louisiana State University-alexandria Police,NANA
LA04003,NA,22079,Boyce Police Department,NANA
LA04008,NA,22079,Forest Hill Police Department,NANA
LA04009,NA,22079,Mcnary Police Department,NANA
LA04102,NA,22081,Edgefield Police Department,NANA
LA04103,NA,22081,Hall Summit Police Department,NANA
LA04104,NA,22081,Martin Police Department,NANA
LA04303,NA,22085,Converse Police Department,NANA
LA04306,NA,22085,Noble Police Department,NANA
LA04304,NA,22085,Pleasant Hill Police Department,NANA
LA04601,NA,22091,Greensburg Police Department,NANA
LA04602,NA,22091,Montpelier Police Department,NANA
LA04912,NA,22097,Cankton Police Department,NANA
LA04909,NA,22097,Grand Coteau Police Department,NANA
LA04910,NA,22097,Leonville Police Department,NANA
LA04907,NA,22097,Melville Police Department,NANA
LA05004,NA,22099,Henderson Police Department,NANA
LA05208,NA,22103,Madisonville Police Department,NANA
LA05204,NA,22103,Sun Police Department,NANA
LA05306,NA,22105,Roseland Police Department,NANA
LA05307,NA,22105,Tangipahoa Police Department,NANA
LA05607,NA,22111,Lillie Police Department,NANA
LA05706,NA,22113,Maurice Police Department,NANA
LA05804,NA,22115,Hornbeck Police Department,NANA
LA05904,NA,22117,Angie Police Department,NANA
LA05903,NA,22117,Varnado Police Department,NANA
LA06003,NA,22119,Cotton Valley Police Department,NANA
LA06005,NA,22119,Doyline Police Department,NANA
LA06009,NA,22119,Heflin Police Department,NANA
LA06006,NA,22119,Sarepta Police Department,NANA
LA06007,NA,22119,Sibley Police Department,NANA
LA06204,NA,22123,Forest Police Department,NANA
LA06203,NA,22123,Kilbourne Police Department,NANA
LA06205,NA,22123,Pioneer Police Department,NANA
LA06403,NA,22127,Calvin Police Department,NANA
LA06402,NA,22127,Dodson Police Department,NANA
LA06404,NA,22127,Sikes Police Department,NANA
ME00620,NA,23011,Farmingdale Police Department,NANA
ME00611,NA,23011,Vassalboro Police Department,NANA
MD00101,NA,24001,Barton Police Department,NANA
MD01731,NA,24033,Prince Georges County Community College Police,NANA
MD00416,NA,24510,Baltimore City Housing Authority Police Force,NANA
MA00218,NA,25003,New Marlboro Police Department,NANA
MA00224,NA,25003,Sandisfield Police Department,NANA
MA00228,NA,25003,Tyringham Police Department,NANA
MA00230,NA,25003,West Stockbridge Police Department,NANA
MA00232,NA,25003,Windsor Police Department,NANA
MA00605,NA,25011,Colrain Police Department,NANA
MA00611,NA,25011,Hawley Police Department,NANA
MA00625,NA,25011,Wendell Police Department,NANA
MA00811,NA,25015,Middlefield Police Department,NANA
MA00814,NA,25015,Plainfield Police Department,NANA
MA00960,NA,25017,University Of Lowell Police,NANA
MA01326,NA,25025,Boston Housing Authority Police,NANA
MA01325,NA,25025,Massachusetts Bay Transit Authority,NANA
MITRIB3,NA,26013,Keweenaw Bay Tribal Police Department,NANA
MI01011,NA,26019,Thompsonville Police Department,NANA
MI12744,NA,26023,Sherwood Police Department,NANA
MITRIB1,NA,26033,Bay Mills Tribal Police Department,NANA
MITRIB4,NA,26053,Lac Vieux Desert Tribal Police Department,NANA
MI33998,NA,26065,Michigan Department Of Natural Resources,NANA
MI33513,NA,26065,Lansing School District Department Of Public Safety,NANA
MI41434,NA,26081,Grand Rapids School District Public Safety,NANA
MI54595,NA,26107,Morley Police Department,NANA
MI82880,NA,26163,Wayne State University Department Of Public Safety,NANA
MN00101,NA,27001,Aitkin Police Department,NANA
MN00104,NA,27001,Hill City Police Department,NANA
MN00102,NA,27001,Mcgregor Police Department,NANA
MN00303,NA,27005,Audubon Police Department,NANA
MN00302,NA,27005,Frazee Police Department,NANA
MN00304,NA,27005,Lake Park Village Police Department,NANA
MNTRIB5,NA,27007,Red Lake Department Of Conservation,NANA
MN00501,NA,27009,Foley Police Department,NANA
MN00703,NA,27013,Amboy-vernon Center Police Department,NANA
MN00706,NA,27013,Good Thunder Police Department,NANA
MN00710,NA,27013,Madison Lake Police Department,NANA
MN00804,NA,27015,Comfrey Police Department,NANA
MNTRIB2,NA,27017,Fond Du Lac Department Of Conservation,NANA
MN00906,NA,27017,Thompson Township Police Department,NANA
MN01101,NA,27021,Cass Lake Police Department,NANA
MN01108,NA,27021,Lake Shore Police Department,NANA
MNTRIB4,NA,27021,Leech Lake Department Of Resource Management,NANA
MN01104,NA,27021,Longville Police Department,NANA
MN01102,NA,27021,Walker Police Department,NANA
MN01301,NA,27025,Rush City Police Department,NANA
MN01401,NA,27027,Barnesville Police Department,NANA
MN01406,NA,27027,Glyndon Police Department,NANA
MN01403,NA,27027,Hawley Police Department,NANA
MN01407,NA,27027,Ulen Police Department,NANA
MN01501,NA,27029,Bagley Police Department,NANA
MN01502,NA,27029,Clearbrook Police Department,NANA
MN01503,NA,27029,Gonvick Police Department,NANA
MNTRIB3,NA,27031,Grand Portage Department Of Conservation,NANA
MN01705,NA,27033,Westbrook Police Department,NANA
MN01803,NA,27035,Breezy Point Police Department,NANA
MN01804,NA,27035,Crosslake Police Department,NANA
MN01806,NA,27035,Deerwood Police Department,NANA
MN01810,NA,27035,Nisswa Police Department,NANA
MN01811,NA,27035,Pequot Lakes Police Department,NANA
MN02006,NA,27039,West Concord Police Department,NANA
MN02208,NA,27043,Easton Police Department,NANA
MN02203,NA,27043,Kiester Police Department,NANA
MN02210,NA,27043,Minnesota Lake Police Department,NANA
MN02301,NA,27045,Chatfield Police Department,NANA
MN02302,NA,27045,Harmony Police Department,NANA
MN02303,NA,27045,Lanesboro Police Department,NANA
MN02309,NA,27045,Mabel Police Department,NANA
MN02304,NA,27045,Preston Police Department,NANA
MN02305,NA,27045,Rushford Police Department,NANA
MN02402,NA,27047,Alden Police Department,NANA
MN02406,NA,27047,Glenville Police Department,NANA
MN02506,NA,27049,Goodhue Police Department,NANA
MN02602,NA,27051,Ashby Police Department,NANA
MN02601,NA,27051,Elbow Lake Police Department,NANA
MN02742,NA,27053,Minneapolis Park Police,NANA
MN02743,NA,27053,Minneapolis Metropolitan Transit Police,NANA
MN02902,NA,27057,Akeley Police Department,NANA
MN02903,NA,27057,Nevis Police Department,NANA
MN03002,NA,27059,Braham Police Department,NANA
MN03003,NA,27059,Isanti Police Department,NANA
MN03106,NA,27061,Bigfork Police Department,NANA
MN03101,NA,27061,Bovey Police Department,NANA
MN03102,NA,27061,Coleraine Police Department,NANA
MN03107,NA,27061,Deer River Police Department,NANA
MN03104,NA,27061,Keewatin Police Department,NANA
MN03108,NA,27061,Marble Police Department,NANA
MN03203,NA,27063,Heron Lake Police Department,NANA
MN03402,NA,27067,Atwater Village Police Department,NANA
MN03705,NA,27073,Boyd Police Department,NANA
MN03901,NA,27077,Baudette Police Department,NANA
MN04001,NA,27079,Le Center City Police Department,NANA
MN04004,NA,27079,Waterville Police Department,NANA
MN04102,NA,27081,Hendricks Police Department,NANA
MN04103,NA,27081,Ivanhoe Police Department,NANA
MN04104,NA,27081,Lake Benton Police Department,NANA
MN04101,NA,27081,Tyler Police Department,NANA
MN04204,NA,27083,Balaton Police Department,NANA
MN04203,NA,27083,Minneota Police Department,NANA
MN04208,NA,27083,Russell Police Department,NANA
MN04401,NA,27087,Mahnomen Police Department,NANA
MN04402,NA,27087,Waubun Police Department,NANA
MNTRIB6,NA,27087,White Earth Department Of Conservation,NANA
MN04506,NA,27089,Stephen Police Department,NANA
MN04501,NA,27089,Warren City Police Department,NANA
MN04605,NA,27091,Ceylon Police Department,NANA
MN04606,NA,27091,Dunnell Police Department,NANA
MN04607,NA,27091,Trimont Police Department,NANA
MN04603,NA,27091,Truman Police Department,NANA
MN04604,NA,27091,Welcome Village Police Department,NANA
MN04704,NA,27093,Cosmos Police Department,NANA
MN04706,NA,27093,Dassel Police Department,NANA
MN04702,NA,27093,Eden Valley Police Department,NANA
MN04703,NA,27093,Grove City Police Department,NANA
MN04707,NA,27093,Watkins Police Department,NANA
MN04803,NA,27095,Isle Police Department,NANA
MNTRIB1,NA,27095,Mille Lacs Trial Police Department,NANA
MN04804,NA,27095,Onamia Police Department,NANA
MN04902,NA,27097,Motley Police Department,NANA
MN04903,NA,27097,Pierz Police Department,NANA
MN04904,NA,27097,Randall Police Department,NANA
MN04905,NA,27097,Royalton Police Department,NANA
MN05002,NA,27099,Adams Police Department,NANA
MN05003,NA,27099,Brownsdale Police Department,NANA
MN05007,NA,27099,Mapleview Police Department,NANA
MN05101,NA,27101,Fulda Police Department,NANA
MN05302,NA,27105,Adrian Police Department,NANA
MN05401,NA,27107,Ada City Police Department,NANA
MN05404,NA,27107,Twin Valley Police Department,NANA
MN05604,NA,27111,Battle Lake Police Department,NANA
MN05609,NA,27111,Deer Creek Police Department,NANA
MN05606,NA,27111,Henning Police Department,NANA
MN05607,NA,27111,New York Mills Police Department,NANA
MN05608,NA,27111,Parkers Prairie Police Department,NANA
MN05602,NA,27111,Pelican Rapids Police Department,NANA
MN05603,NA,27111,Perham Police Department,NANA
MN06011,NA,27119,Climax Police Department,NANA
MN06005,NA,27119,Erskine Village Police Department,NANA
MN06004,NA,27119,Fertile Police Department,NANA
MN06006,NA,27119,Fisher Police Department,NANA
MN06003,NA,27119,Fosston Police Department,NANA
MN06007,NA,27119,Mcintosh Police Department,NANA
MN06102,NA,27121,Starbuck Police Department,NANA
MNCONOO,NA,27123,Minnesota Department Of Natural Resources,NANA
MN06401,NA,27127,Lamberton Police Department,NANA
MN06404,NA,27127,Morgan Village Police Department,NANA
MN06406,NA,27127,Wabasso Village Police Department,NANA
MN06407,NA,27127,Walnut Grove Police Department,NANA
MN06505,NA,27129,Bird Island Police Department,NANA
MN06506,NA,27129,Buffalo Lake Police Department,NANA
MN06507,NA,27129,Danube Village Police Department,NANA
MN06501,NA,27129,Fairfax Police Department,NANA
MN06508,NA,27129,Franklin Police Department,NANA
MN06502,NA,27129,Hector Police Department,NANA
MN06504,NA,27129,Renville Police Department,NANA
MN06510,NA,27129,Sacred Heart Police Department,NANA
MN06603,NA,27131,Dundas Police Department,NANA
MN06604,NA,27131,Lonsdale City Police Department,NANA
MN06605,NA,27131,Morristown Police Department,NANA
MN06804,NA,27135,Greenbush Police Department,NANA
MN06921,NA,27137,Breiting Township Police Department,NANA
MN06904,NA,27137,Buhl Police Department,NANA
MN06919,NA,27137,Cook Police Department,NANA
MN06942,NA,27137,Duluth Township Police Department,NANA
MN06916,NA,27137,Kinney Police Department,NANA
MN06940,NA,27137,White Township Police Department,NANA
MN07201,NA,27143,Arlington Police Department,NANA
MN07202,NA,27143,Gaylord Police Department,NANA
MN07204,NA,27143,Gibbon Police Department,NANA
MN07203,NA,27143,Green Isle Police Department,NANA
MN07205,NA,27143,Henderson Police Department,NANA
MN07206,NA,27143,Winthrop City Police Department,NANA
MN07309,NA,27145,Brooten Village Police Department,NANA
MN07315,NA,27145,Holdingford Police Department,NANA
MN07505,NA,27149,Hancock Police Department,NANA
MN07603,NA,27151,Kerkhoven Police Department,NANA
MN07703,NA,27153,Bertha Police Department,NANA
MN07704,NA,27153,Browerville Police Department,NANA
MN07707,NA,27153,Clarissa Village Police Department,NANA
MN07705,NA,27153,Eagle Bend Police Department,NANA
MN07709,NA,27153,Hewitt Police Department,NANA
MN07906,NA,27157,Kellogg Village Police Department,NANA
MN08004,NA,27159,Menahga Police Department,NANA
MN08002,NA,27159,Sebeka Police Department,NANA
MN08003,NA,27159,Verndale Police Department,NANA
MN08301,NA,27165,Madelia Police Department,NANA
MN08604,NA,27171,Howard Lake Police Department,NANA
MN08703,NA,27173,Clarkfield Police Department,NANA
MS00302,NA,28005,Liberty Police Department,NANA
MS00501,NA,28009,Ashland Police Department,NANA
MS00606,NA,28011,Delta State University Police,NANA
MS00607,NA,28011,Merigold Police Department,NANA
MS00703,NA,28013,Derma Police Department,NANA
MS00704,NA,28013,Vardaman Police Department,NANA
MS01202,NA,28023,Shubuta Police Department,NANA
MS01422,NA,28027,Friars Point Police Department,NANA
MS01402,NA,28027,Jonestown Police Department,NANA
MS01503,NA,28029,Wesson Police Department,NANA
MS04302,NA,28029,Copiah-lincoln Junior College Police,NANA
MS01803,NA,28035,University Of Southern Mississippi Police,NANA
MS03406,NA,28035,Hattiesburg-laurel Regional Airport Police,NANA
MS01905,NA,28037,Bude Police Department,NANA
MS01901,NA,28037,Meadville Police Department,NANA
MS02518,NA,28049,Bolton Police Department,NANA
MS01504,NA,28049,Hinds Community College-utica Police,NANA
MS02604,NA,28051,Holmes Community College Police,NANA
MS02801,NA,28055,Mayersville Police Department,NANA
MS02903,NA,28057,Mantachie Police Department,NANA
MS01102,NA,28063,Alcorn State University Police,NANA
MS03302,NA,28065,Bassfield Police Department,NANA
MS03301,NA,28065,Prentiss Police Department,NANA
MS03405,NA,28067,Jones County Junior College Security,NANA
MS03503,NA,28069,Scooba Police Department,NANA
MS03702,NA,28073,Lumberton Police Department,NANA
MS03703,NA,28073,Sumrall Police Department,NANA
MS03803,NA,28075,Marion Police Department,NANA
MS03901,NA,28077,Monticello Police Department,NANA
MS03902,NA,28077,New Hebron Police Department,NANA
MS04103,NA,28081,Shannon Police Department,NANA
MS04203,NA,28083,Mississippi Valley State University Police,NANA
MS04402,NA,28087,Mississippi University For Women Security,NANA
MS04503,NA,28089,Flora Police Department,NANA
MS04104,NA,28095,Nettleton Police Department,NANA
MSTRIB1,NA,28099,Choctaw Law Enforcement Services,NANA
MS05103,NA,28101,Union Police Department,NANA
MS05302,NA,28105,Maben Police Department,NANA
MS05402,NA,28107,Sardis Town Police Department,NANA
MS05603,NA,28111,Beaumont Police Department,NANA
MS05601,NA,28111,Richton Police Department,NANA
MS05704,NA,28113,Southwest Mississippi Junior College Security,NANA
MS05801,NA,28115,Pontotoc City Police Department,NANA
MS06002,NA,28119,Lambert Town Police Department,NANA
MS06003,NA,28119,Sledge Police Department,NANA
MS05105,NA,28123,Lake Police Department,NANA
MS06302,NA,28125,Anguilla Police Department,NANA
MS06502,NA,28129,Raleigh Police Department,NANA
MS06501,NA,28129,Taylorsville Police Department,NANA
MS06603,NA,28131,Mississippi Gulf Coast Community College,NANA
MS06707,NA,28133,Mississippi Delta Community College Police,NANA
MS06802,NA,28135,Tutwiler Police Department,NANA
MS07003,NA,28139,Walnut Police Department,NANA
MS07103,NA,28141,Belmont Police Department,NANA
MS07102,NA,28141,Burnsville Police Department,NANA
MS07201,NA,28143,Tunica Police Department,NANA
MS07703,NA,28153,State Line Police Department,NANA
MS07803,NA,28155,Mathiston Police Department,NANA
MS07902,NA,28157,Centreville Police Department,NANA
MS07901,NA,28157,Woodville Police Department,NANA
MS08102,NA,28161,Coffeeville Police Department,NANA
MS08202,NA,28163,Bentonia Police Department,NANA
MO00102,NA,29001,Novinger Police Department,NANA
MO00301,NA,29005,Fairfax Police Department,NANA
MO01306,NA,29025,Kingston Police Department,NANA
MO01507,NA,29029,Macks Creek Police Department,NANA
MO02207,NA,29043,Sparta Police Department,NANA
MO02401,NA,29047,Avondale Police Department,NANA
MO02702,NA,29053,Bunceton Police Department,NANA
MO02704,NA,29053,Prairie Home Police Department,NANA
MO03205,NA,29063,Clarksdale Police Department,NANA
MO03206,NA,29063,Union Star Police Department,NANA
MO03705,NA,29073,Gasconade Police Department,NANA
MO03801,NA,29075,Albany City Police Department,NANA
MO04207,NA,29083,Calhoun Police Department,NANA
MO04402,NA,29087,Forest City Police Department,NANA
MO04504,NA,29089,Armstrong Police Department,NANA
MO04704,NA,29093,Arcadia Police Department,NANA
MO04814,NA,29095,Levasy Police Department,NANA
MO05204,NA,29105,Twin Bridges Police Department,NANA
MO05808,NA,29115,Browning Police Department,NANA
MO02605,NA,29119,Goodman Police Department,NANA
MO06105,NA,29121,Atlanta Police Department,NANA
MO06101,NA,29121,Bevier Police Department,NANA
MO06106,NA,29121,Callao Police Department,NANA
MO06703,NA,29133,Anniston Police Department,NANA
MO06706,NA,29133,Wyatt Police Department,NANA
MO06807,NA,29135,Clarksburg Police Department,NANA
MO06903,NA,29137,Paris City Police Department,NANA
MO07213,NA,29143,Tallapoosa Police Department,NANA
MO07804,NA,29155,Holland Police Department,NANA
MO07903,NA,29157,Frohna Police Department,NANA
MO08005,NA,29159,Green Ridge Police Department,NANA
MO08206,NA,29163,Curryville Police Department,NANA
MO08310,NA,29165,Dearborn Police Department,NANA
MO08318,NA,29165,Kansas City International Airport Police,NANA
MO08913,NA,29177,Crystal Lakes Town Police Department,NANA
MO095C0,NA,29189,Florissant Valley Community College Police,NANA
MO09535,NA,29189,Grantwood Village Police Department,NANA
MO09578,NA,29189,Vinita Terrace Police Department,NANA
MO09588,NA,29189,St Louis County Park Rangers,NANA
MO09901,NA,29197,Lancaster Police Department,NANA
MO10602,NA,29211,Green City Police Department,NANA
MO10905,NA,29217,Walker Police Department,NANA
MO11202,NA,29223,Williamsville Police Department,NANA
MO11401,NA,29227,Grant City Police Department,NANA
MT00503,NA,30009,Fromberg Police Department,NANA
MT00703,NA,30013,Cascade Police Department,NANA
MTTRIB1,NA,30035,Blackfeet Tribal Law Enforcement,NANA
MT02002,NA,30039,Drummond Police Department,NANA
MTLSB00,NA,30049,Montana Livestock Department Brands & Enforcement,NANA
MT02801,NA,30055,Circle Police Department,NANA
MT04103,NA,30081,Darby Police Department,NANA
MT04202,NA,30083,Fairview City Police Department,NANA
MT04700,MT0470000,30093,Silver Bow,NANA
MT05303,NA,30105,Opheim Police Department,NANA
MT05605,NA,30111,Billings Logan International Airport Police,NANA
NB00702,NA,31013,Hemingford Police Department,NANA
NB00802,NA,31015,Lynch Police Department,NANA
NB01104,NA,31021,Decatur Police Department,NANA
NB02102,NA,31041,Sargent Police Department,NANA
NB02601,NA,31051,Wakefield Police Department,NANA
NB03003,NA,31059,Exeter Police Department,NANA
NB03002,NA,31059,Fairmont Police Department,NANA
NB03101,NA,31061,Franklin Police Department,NANA
NB03304,NA,31065,Beaver City Police Department,NANA
NB04503,NA,31089,Stuart Police Department,NANA
NB05406,NA,31107,Niobrara Police Department,NANA
NB05506,NA,31109,Nebraska Game And Parks Commission,NANA
NB06903,NA,31137,Loomis Police Department,NANA
NB07905,NA,31157,Morrill Police Department,NANA
NB08701,NA,31173,Pender Police Department,NANA
NB09102,NA,31181,Blue Hill Police Department,NANA
NV00102,NA,32001,Fallon Tribal Police Department,NANA
NVTRIB5,NA,32007,Te-moak Tribal Law Enforcement,NANA
NVTRIB6,NA,32021,Walker River Tribal Police Department,NANA
NVTRIB1,NA,32023,Duckwater Police Department,NANA
NVTRIB4,NA,32031,Reno-sparks Tribal Police Department,NANA
NV01702,NA,32033,Ely Tribal Police Department,NANA
NV01311,NA,32510,Nevada Division Of Investigations,NANA
NV01307,NA,32510,Nevada State Park System Law Enforcement Division,NANA
NV01318,NA,32510,Nevada Department Of Forestry-law Enforcement,NANA
NV01315,NA,32510,Nevada State Capitol Police,NANA
NH00452,NA,33007,Pittsburg Police Department,NANA
NH00458,NA,33007,Shelburne Police Department,NANA
NH00460,NA,33007,Stark Police Department,NANA
NH00462,NA,33007,Stewartstown Police Department,NANA
NH00506,NA,33009,Bath Police Department,NANA
NH00522,NA,33009,Easton Police Department,NANA
NH00532,NA,33009,Groton Police Department,NANA
NH00542,NA,33009,Landaff Police Department,NANA
NH00558,NA,33009,Monroe Police Department,NANA
NH00564,NA,33009,Piermont Police Department,NANA
NH00568,NA,33009,Rumney Police Department,NANA
NH00578,NA,33009,Wentworth Police Department,NANA
NH00759,NA,33013,New Hampshire Fish & Game Law Enforcement Division,NANA
NH00756,NA,33013,Wilmot Police Department,NANA
NJ00341,NA,34005,Burlington County Bridge Police,NANA
NJ00441,NA,34007,Cherry Hill School District Police,NANA
NJ00518,NA,34007,Delaware River Port Authority Police,NANA
NJ00440,NA,34007,Lower Camden County Regional High School Police,NANA
NM00303,NA,35005,Hagerman Police Department,NANA
NM00304,NA,35005,New Mexico Military Institution Police,NANA
NMTRIB4,NA,35006,Ramah Navajo Division Of Public Safety,NANA
NM01102,NA,35021,Roy Police Department,NANA
NM01705,NA,35031,University Of New Mexico-gallup Police,NANA
NM02003,NA,35037,San Jon Village Police Department,NANA
NMTRIB5,NA,35043,Sandia Pueblo Tribal Police Department,NANA
NM02307,NA,35043,San Ysidro Marshal Office,NANA
NM02702,NA,35051,Williamsburg Police Department,NANA
NMTRIB2,NA,35055,Picuris Pueblo Law Enforcement,NANA
NY00156,NA,36001,New York Environmental Conservation Police Department,NANA
NY00204,NA,36003,Suny  Agriculture Tech-alfred Security,NANA
NY00221,NA,36003,Belmont Police Department,NANA
NY00256,NA,36003,Willing Town Police Department,NANA
NY00402,NA,36009,Carrollton Town Police Department,NANA
NYTRIB1,NA,36013,Seneca Nation Police Department,NANA
NY00604,NA,36013,Suny -fredonia Police Department,NANA
NY00675,NA,36013,North Harmony Police Department,NANA
NY01204,NA,36025,Suny -delhi Police,NANA
NY01243,NA,36025,Roxbury Town Police Department,NANA
NY01259,NA,36025,New York City Environmental Protection Police,NANA
NY01321,NA,36027,Millerton Village Police Department,NANA
NY01368,NA,36027,Hudson River Psychiatric Center Safety Division,NANA
NY01469,NA,36029,Suny -university Of Buffalo Public Safety,NANA
NY01434,NA,36029,North Collins Police Department,NANA
NY01437,NA,36029,Niagara Frontier Transit Authority Police,NANA
NY01626,NA,36033,St Regis Mohawk Police Department,NANA
NY01723,NA,36035,Broadalbin Police Department,NANA
NY02235,NA,36045,Chaumont Police Department,NANA
NY02251,NA,36045,Evans Mills Village Police Department,NANA
NY02236,NA,36045,Philadelphia Village Police Department,NANA
NY02504,NA,36051,Suny -geneseo Department Of Public Safety,NANA
NY02604,NA,36053,New York State University-morrisville Police,NANA
NY03255,NA,36053,Oneida Indian Nation Police,NANA
NY02968,NA,36059,Suny -farmingdale Police,NANA
NY02301,NA,36061,New York City Department Of Sanitation,NANA
NY03096,NA,36061,City College Of New York Public Safety,NANA
NY06204,NA,36061,Suny  Maritime College Campus Security,NANA
NY02304,NA,36061,Suny  Downs Medical Center Public Safety,NANA
NY03097,NA,36061,New York City School Security Officers,NANA
NY02326,NA,36061,New York City Fire Department Investigation Bureau,NANA
NY03032,NA,36061,Waterfront Commission Of New York Harbor,NANA
NYNJP0A,NA,36061,Port Authority Police Of New York And New Jersey,NANA
NY03125,NA,36063,Barker Village Police Department,NANA
NY03369,NA,36067,Suny  Environmental Science/forestry Police,NANA
NY03704,NA,36075,Suny -oswego Department Of Public Safety,NANA
NY00924,NA,36077,Oneonta Town Constabulary Department,NANA
NY04157,NA,36083,Troy Housing Authority Department Of Public Safety,NANA
NY04469,NA,36089,Suny  Technical College-canton Public Safety,NANA
NY04569,NA,36091,Galway Village Police Department,NANA
NY04704,NA,36095,Suny  Agriculture Tech-cobleskill Security,NANA
NY05202,NA,36105,Bethel Town Police Department,NANA
NY05824,NA,36117,Macedon Police Department,NANA
NY05951,NA,36119,Cortlandt Manor Police Department,NANA
NY05971,NA,36119,North Salem Town Police Department,NANA
NY05942,NA,36119,Somers Town Police Department,NANA
NC00805,NA,37015,Askewville Town Police Department,NANA
NC01012,NA,37019,Sandy Creek Police Department,NANA
NC01015,NA,37019,Bruswick Community College Public Safety Department,NANA
NC01206,NA,37023,Broughton State Mental Hospital Police,NANA
NC01610,NA,37031,North Carolina State Ports Authority-morehead City,NANA
NC02305,NA,37045,Fallston Police Department,NANA
NC02605,NA,37051,Stedman Police Deparment,NANA
NC03615,NA,37071,Gaston Community College Police Department,NANA
NC03905,NA,37077,Stem Police Department,NANA
NC03904,NA,37077,Stovall Police Department,NANA
NC04109,NA,37081,Guilford Technical College Public Safety,NANA
NC05203,NA,37103,Pollocksville Police Department,NANA
NC05303,NA,37105,Lee County High School Police,NANA
NC06506,NA,37129,North Carolina State Ports Authority-wilmington,NANA
NC06607,NA,37131,Severn Police Department,NANA
NC06705,NA,37133,Albert J Ellis Airport Police,NANA
NC08305,NA,37165,East Laurinburg Police Department,NANA
NC92900,NA,37183,North Carolina State Alcohol Law Enforcement Division,NANA
NC09403,NA,37187,Creswell Police Department,NANA
ND00302,NA,38005,Leeds Police Department,NANA
ND00303,NA,38005,Maddock Police Department,NANA
ND00505,NA,38009,Westhope Police Department,NANA
ND00603,NA,38011,Rhame Police Department,NANA
ND00702,NA,38013,Columbus Police Department,NANA
NDBCA00,NA,38015,North Dakota Bureau Of Criminal Investigation,NANA
ND00904,NA,38017,Kindred Police Department,NANA
ND01503,NA,38029,Strasburg Police Department,NANA
ND02102,NA,38041,New England Police Department,NANA
ND02302,NA,38045,Kulm Police Department,NANA
ND02601,NA,38051,Ashley Police Department,NANA
ND02906,NA,38057,Golden Valley Police Department,NANA
ND02905,NA,38057,Pick City Police Department,NANA
ND02904,NA,38057,Zap Police Department,NANA
ND03202,NA,38063,Lakota Police Department,NANA
ND03301,NA,38065,Center City Police Department,NANA
ND03403,NA,38067,Drayton City Police Department,NANA
ND04101,NA,38081,Forman Police Department,NANA
ND04202,NA,38083,Mcclusky Police Department,NANA
ND04803,NA,38095,Rock Lake Police Department,NANA
ND05002,NA,38099,Park River Police Department,NANA
ND05301,NA,38105,Tioga City Police Department,NANA
OH00206,NA,39003,Beaverdam Village Police Department,NANA
OH00208,NA,39003,Harrod Police Department,NANA
OH00209,NA,39003,Lafayette Village Police Department,NANA
OH00305,NA,39005,Hayesville Police Department,NANA
OH00505,NA,39009,Amesville Village Police Department,NANA
OH00708,NA,39013,Belmont Police Department,NANA
OH00712,NA,39013,Holloway Police Department,NANA
OH00805,NA,39015,Hamersville Police Department,NANA
OH00803,NA,39015,Ripley Police Department,NANA
OH00904,NA,39017,Millville Police Department,NANA
OH00908,NA,39017,Seven Mile Police Department,NANA
OH01007,NA,39019,Sherrodsville Police Department,NANA
OH01203,NA,39023,Catawba Police Department,NANA
OH01207,NA,39023,Lawrenceville Police Department,NANA
OH01208,NA,39023,North Hampton Police Department,NANA
OH01212,NA,39023,Clark State Community College Police,NANA
OH01406,NA,39027,Martinsville Police Department,NANA
OH01408,NA,39027,Village Of Port William Police Department,NANA
OH01509,NA,39029,Hanoverton Police Department,NANA
OH01511,NA,39029,Rogers Police Department,NANA
OH01512,NA,39029,Summitville Police Department,NANA
OH01816,NA,39035,Cuyahoga Heights Police Department,NANA
OH01868,NA,39035,Cleveland Metro Housing Authority,NANA
OH01917,NA,39037,Rossburg Police Department,NANA
OH01919,NA,39037,Versailles Police Department,NANA
OH02003,NA,39039,Ney Police Department,NANA
OH02004,NA,39039,Sherwood Police Department,NANA
OH02102,NA,39041,Ashley Police Department,NANA
OH02103,NA,39041,Galena Police Department,NANA
OH02201,NA,39043,Castalia Police Department,NANA
OH02304,NA,39045,Bremen Police Department,NANA
OH02513,NA,39049,Brice Police Department,NANA
OH02529,NA,39049,Columbus Metro Park District Police,NANA
OH02532,NA,39049,Franklin Township (franklin County) Police Department,NANA
OH02522,NA,39049,New Rome Police Department,NANA
OH02523,NA,39049,Obetz Police Department,NANA
OH02705,NA,39053,Crown City Police Department,NANA
OH02707,NA,39053,Vinton Village Police Department,NANA
OH02816,NA,39055,Newbury Township Police Department,NANA
OH02811,NA,39055,Thompson Township Police Department,NANA
OH02910,NA,39057,Spring Valley Police Department,NANA
OH03144,NA,39061,Green Township Police Department,NANA
OH03409,NA,39067,Scio Police Department,NANA
OH03506,NA,39069,Liberty Center Police Department,NANA
